Date,Beans,Nuwaraeliya Carrot,Cabbage,Tomato,Brinjal,Pumpkin - Big,Snake Gourd,Lime,Red Onion- Lanka,Red Onion Import,Potatoes - Nuwaraeliya,Potatoes - Import
8/22/2016,130,85,83,23,40,38,18,,50,53,133,
8/23/2016,115,73,53,25,40,35,18,,65,,105,
8/24/2016,110,80,60,28,30,35,20,,70,65,105,
8/25/2016,110,55,45,30,30,28,25,,75,65,105,
8/26/2016,90,68,45,23,38,21,23,,63,58,95,
8/27/2016,,,,,,,,,,,,
8/28/2016,,,,,,,,,,,,
8/29/2016,115,68,45,23,38,30,18,,73,,115,
8/30/2016,120,60,43,23,40,23,18,,63,63,105,
8/31/2016,120,63,45,25,38,28,18,,60,,105,
9/1/2016,130,70,40,33,40,33,20,,70,,105,
9/2/2016,130,65,43,25,35,25,18,,65,,105,
9/3/2016,,,,,,,,,,,,
9/4/2016,,,,,,,,,,,,
9/5/2016,135,68,45,28,45,25,25,,70,,103,
9/6/2016,135,65,43,30,38,25,23,,75,,103,
9/7/2016,125,60,43,33,40,25,25,,75,,105,
9/8/2016,120,68,40,30,33,25,25,,70,,105,
9/9/2016,130,68,45,40,38,25,23,,70,,98,
9/10/2016,,,,,,,,,,,,
9/11/2016,,,,,,,,,,,,
9/12/2016,,,,,,,,,,,,
9/13/2016,145,70,53,65,50,25,35,,90,,105,
9/14/2016,125,68,55,60,60,30,35,,90,,103,
9/15/2016,120,75,50,55,43,28,33,,100,,103,
9/16/2016,,,,,,,,,,,,
9/17/2016,,,,,,,,,,,,
9/18/2016,,,,,,,,,,,,
9/19/2016,105,83,53,38,40,23,33,,80,,103,
9/20/2016,110,75,43,35,40,18,28,,80,,100,
9/21/2016,125,85,45,35,40,18,28,,88,,103,
9/22/2016,95,73,38,33,38,18,25,,80,,105,
9/23/2016,95,60,35,35,40,18,23,,80,,103,
9/24/2016,,,,,,,,,,,,
9/25/2016,,,,,,,,,,,,
9/26/2016,110,78,45,50,45,25,35,,80,,103,
9/27/2016,110,75,40,45,40,25,33,,85,83,98,
9/28/2016,110,65,38,40,45,20,35,,80,85,95,
9/29/2016,115,68,45,48,40,23,43,,88,83,93,
9/30/2016,120,70,45,55,38,23,33,,90,85,98,
10/1/2016,,,,,,,,,,,,
10/2/2016,,,,,,,,,,,,
10/3/2016,120,68,45,50,40,18,35,,80,83,98,
10/4/2016,120,68,40,45,38,18,35,,75,83,98,
10/5/2016,120,65,43,43,45,18,35,,80,83,93,
10/6/2016,110,58,43,43,38,18,35,,73,78,98,
10/7/2016,105,58,35,45,45,18,38,,90,93,93,
10/8/2016,,,,,,,,,,,,
10/9/2016,,,,,,,,,,,,
10/10/2016,130,63,45,55,50,23,55,,90,,98,
10/11/2016,130,70,45,55,60,23,50,,90,83,98,
10/12/2016,130,65,43,50,55,18,55,,90,88,98,
10/13/2016,130,68,40,45,55,20,48,,90,88,95,
10/14/2016,130,100,48,55,50,18,55,,83,,98,
10/15/2016,,,,,,,,,,,,
10/16/2016,,,,,,,,,,,,
10/17/2016,110,95,50,45,50,23,55,,85,,98,
10/18/2016,115,85,45,38,38,18,55,,90,,98,
10/19/2016,115,88,50,30,38,23,53,,78,,98,
10/20/2016,125,80,35,15,40,20,45,,78,,98,
10/21/2016,130,83,48,20,38,20,55,,80,,105,
10/22/2016,,,,,,,,,,,,
10/23/2016,,,,,,,,,,,,
10/24/2016,145,78,40,25,40,22,55,,83,,103,
10/25/2016,153,95,43,33,40,23,55,,100,,103,
10/26/2016,160,95,40,35,60,25,80,,100,,105,
10/27/2016,155,85,45,35,45,30,65,,78,,103,
10/28/2016,115,90,30,25,45,25,65,,80,,105,
10/29/2016,,,,,,,,,,,,
10/30/2016,,,,,,,,,,,,
10/31/2016,150,90,40,45,45,35,65,,93,95,103,
11/1/2016,150,95,40,43,50,28,55,,88,93,103,
11/2/2016,135,90,30,35,40,20,55,,98,98,115,
11/3/2016,125,80,25,25,40,20,55,,83,93,110,
11/4/2016,110,60,15,35,35,20,45,,80,83,113,
11/5/2016,,,,,,,,,,,,
11/6/2016,,,,,,,,,,,,
11/7/2016,100,85,25,25,30,25,45,,95,90,118,
11/8/2016,95,70,15,25,30,25,45,,88,88,113,
11/9/2016,115,90,20,25,35,25,40,,88,88,118,
11/10/2016,140,90,25,25,40,25,45,,80,75,113,
11/11/2016,150,80,20,23,28,25,45,,85,83,113,
11/12/2016,,,,,,,,,,,,
11/13/2016,,,,,,,,,,,,
11/14/2016,,,,,,,,,,,,
11/15/2016,130,70,20,33,35,25,48,,80,85,113,
11/16/2016,115,78,25,25,38,25,45,,80,85,118,
11/17/2016,120,78,25,25,38,25,45,,80,85,125,
11/18/2016,120,78,28,30,33,25,45,,80,83,125,
11/19/2016,,,,,,,,,,,,
11/20/2016,,,,,,,,,,,,
11/21/2016,135,78,20,20,40,25,45,,83,85,138,
11/22/2016,145,83,15,20,30,23,45,,70,93,135,
11/23/2016,165,78,25,28,40,38,50,,78,90,133,
11/24/2016,165,80,25,23,33,35,45,,73,85,135,
11/25/2016,145,78,18,23,28,30,45,,70,85,128,
11/26/2016,,,,,,,,,,,,
11/27/2016,,,,,,,,,,,,
11/28/2016,210,105,20,25,40,35,80,,85,85,135,
11/29/2016,240,90,25,33,40,40,85,,77,75,133,
11/30/2016,220,95,25,27,45,32,80,,70,80,137,
12/1/2016,215,100,20,23,38,38,85,,73,80,143,
12/2/2016,215,95,23,23,35,34,80,,68,83,138,
12/3/2016,,,,,,,,,,,,
12/4/2016,,,,,,,,,,,,
12/5/2016,200,80,23,25,28,30,85,,80,85,138,
12/6/2016,210,78,20,25,30,30,73,,70,80,133,
12/7/2016,200,78,18,23,25,28,65,,65,83,148,
12/8/2016,175,95,15,20,25,28,68,,65,85,148,
12/9/2016,155,83,25,23,28,25,65,,75,93,148,
12/10/2016,,,,,,,,,,,,
12/11/2016,,,,,,,,,,,,
12/12/2016,,,,,,,,,,,,
12/13/2016,,,,,,,,,,,,
12/14/2016,120,75,15,23,20,28,65,,80,85,148,
12/15/2016,115,115,23,23,25,28,60,,78,85,148,
12/16/2016,120,115,25,30,28,35,68,,78,90,148,
12/17/2016,,,,,,,,,,,,
12/18/2016,,,,,,,,,,,,
12/19/2016,85,90,15,35,20,30,55,,75,95,153,
12/20/2016,65,70,13,25,15,33,50,,75,90,153,
12/21/2016,70,85,13,33,20,30,55,,95,90,153,
12/22/2016,50,83,15,35,20,33,53,,83,85,148,
12/23/2016,55,78,14,35,25,35,45,,85,90,145,
12/24/2016,,,,,,,,,,,,
12/25/2016,,,,,,,,,,,,
12/26/2016,,,,,,,,,,,,
12/27/2016,85,88,15,65,25,33,45,,75,75,143,
12/28/2016,85,88,13,78,20,33,35,,75,78,143,
12/29/2016,65,90,18,90,33,35,33,,75,83,148,
12/30/2016,55,80,15,95,25,43,25,,75,78,148,
12/31/2016,,,,,,,,,,,,
1/1/2017,,,,,,,,,,,,
1/2/2017,50,68,23,90,13,40,18,,,85,153,
1/3/2017,70,73,13,100,9,45,30,,,85,148,
1/4/2017,75,90,25,115,28,60,30,,103,,175,
1/5/2017,65,68,15,95,15,50,25,,,93,143,
1/6/2017,65,68,15,95,15,50,25,,,93,143,
1/7/2017,,,,,,,,,,,,
1/8/2017,,,,,,,,,,,,
1/9/2017,65,55,13,85,20,45,28,,70,85,125,
1/10/2017,73,60,18,105,25,45,33,,78,93,125,
1/11/2017,60,53,13,115,18,45,35,,,85,125,
1/12/2017,,,,,,,,,,,,
1/13/2017,65,55,18,110,25,48,40,,,93,133,
1/14/2017,,,,,,,,,,,,
1/15/2017,,,,,,,,,,,,
1/16/2017,55,55,13,90,18,43,35,,,88,133,
1/17/2017,70,78,23,80,20,45,35,,,85,135,
1/18/2017,55,75,15,50,20,40,45,,70,88,138,
1/19/2017,50,80,15,45,20,30,35,,78,85,135,
1/20/2017,45,70,20,35,25,35,35,,60,95,128,
1/21/2017,,,,,,,,,,,,
1/22/2017,,,,,,,,,,,,
1/23/2017,45,60,15,35,30,30,30,,,105,135,
1/24/2017,30,60,15,35,40,35,25,,,95,128,
1/25/2017,35,55,20,35,40,30,35,,80,95,135,
1/26/2017,30,60,15,35,30,35,25,,60,95,138,
1/27/2017,30,58,18,35,35,33,30,,58,95,138,
1/28/2017,,,,,,,,,,,,
1/29/2017,,,,,,,,,,,,
1/30/2017,30,50,10,40,40,40,30,,60,95,,
1/31/2017,50,60,10,45,35,35,35,,,95,133,
2/1/2017,60,60,15,40,30,50,30,,70,105,133,
2/2/2017,95,50,15,35,40,45,35,,70,95,135,
2/3/2017,85,55,10,35,35,45,35,,80,95,128,
2/4/2017,,,,,,,,,,,,
2/5/2017,,,,,,,,,,,,
2/6/2017,125,50,20,30,30,40,35,,80,105,118,
2/7/2017,140,45,10,30,40,45,35,,95,105,115,
2/8/2017,140,40,15,35,40,40,35,,95,100,115,
2/9/2017,155,40,10,35,30,35,35,,85,105,123,
2/10/2017,,,,,,,,,,,,
2/11/2017,,,,,,,,,,,,
2/12/2017,,,,,,,,,,,,
2/13/2017,170,60,25,35,45,35,50,,90,95,118,
2/14/2017,175,60,20,30,35,40,45,,105,103,113,
2/15/2017,190,50,20,35,35,35,55,,95,98,115,
2/16/2017,150,60,25,25,35,40,55,,75,105,115,
2/17/2017,85,50,15,30,40,40,55,,95,95,115,
2/18/2017,,,,,,,,,,,,
2/19/2017,,,,,,,,,,,,
2/20/2017,90,60,25,25,50,50,75,,85,100,115,
2/21/2017,85,60,20,25,45,45,70,,70,103,118,
2/22/2017,90,50,20,25,50,50,80,,65,95,115,
2/23/2017,70,55,20,25,50,55,70,,75,95,115,
2/24/2017,,,,,,,,,,,,
2/25/2017,,,,,,,,,,,,
2/26/2017,,,,,,,,,,,,
2/27/2017,,,,,,,,,,,,
2/28/2017,75,40,10,40,50,60,55,,,73,105,
3/1/2017,65,30,15,35,40,50,55,,70,105,113,
3/2/2017,65,40,15,45,35,45,35,,70,105,125,
3/3/2017,85,55,25,40,40,40,50,,100,95,110,
3/4/2017,,,,,,,,,,,,
3/5/2017,,,,,,,,,,,,
3/6/2017,80,35,20,50,35,55,45,,95,85,78,
3/7/2017,125,40,20,45,25,50,50,,95,65,120,
3/8/2017,125,35,25,65,25,50,60,,85,,78,
3/9/2017,130,50,25,55,35,45,55,,83,73,100,
3/10/2017,115,40,10,55,15,35,55,,83,73,105,
3/11/2017,,,,,,,,,,,,
3/12/2017,115,25,10,45,15,50,50,,63,95,88,
3/13/2017,,,,,,,,,,,,
3/14/2017,120,50,25,55,10,45,60,,73,98,,
3/15/2017,105,40,20,45,15,55,60,,98,73,88,
3/16/2017,115,40,20,50,10,50,55,,115,78,103,
3/17/2017,110,35,15,55,10,55,75,,115,78,83,
3/18/2017,,,,,,,,,,,,
3/19/2017,,,,,,,,,,,,
3/20/2017,135,75,35,70,25,65,75,,115,,100,
3/21/2017,145,65,45,85,15,55,85,,120,95,,
3/22/2017,135,70,45,75,15,65,75,,95,,,
3/23/2017,160,100,30,78,15,70,75,,105,,,
3/24/2017,115,110,35,85,15,75,65,,115,90,,
3/25/2017,,,,,,,,,,,,
3/26/2017,,,,,,,,,,,,
3/27/2017,115,75,45,85,20,60,60,,105,,110,
3/28/2017,130,95,45,113,25,65,65,,80,,100,
3/29/2017,135,90,43,85,25,58,68,,105,73,103,
3/30/2017,110,85,45,105,35,80,65,,105,,,
3/31/2017,110,85,50,95,50,70,65,,98,,,
4/1/2017,,,,,,,,,,,,
4/2/2017,,,,,,,,,,,,
4/3/2017,95,70,25,85,50,40,50,,95,,95,
4/4/2017,70,105,50,115,50,45,60,,103,,113,
4/5/2017,90,105,45,95,65,45,60,,105,,123,
4/6/2017,75,70,45,95,60,45,65,,105,,105,
4/7/2017,70,75,50,105,55,45,60,,135,,135,
4/8/2017,,,,,,,,,,,,
4/9/2017,,,,,,,,,,,,
4/10/2017,,,,,,,,,,,,
4/11/2017,,,,,,,,,,,,
4/12/2017,185,120,55,145,90,55,55,,183,,130,
4/13/2017,,,,,,,,,,,,
4/14/2017,,,,,,,,,,,,
4/15/2017,,,,,,,,,,,,
4/16/2017,,,,,,,,,,,,
4/17/2017,85,105,105,35,90,45,55,,,115,130,
4/18/2017,75,135,95,40,100,55,75,,175,,105,
4/19/2017,80,155,95,35,75,45,45,,175,,113,
4/20/2017,105,170,95,60,40,45,45,,198,,125,
4/21/2017,135,165,85,60,35,45,55,,198,,115,
4/22/2017,,,,,,,,,,,,
4/23/2017,,,,,,,,,,,,
4/24/2017,115,173,83,73,33,38,48,,178,,115,
4/25/2017,115,145,85,80,35,60,55,,145,,123,
4/26/2017,90,165,70,70,45,45,60,,175,,123,
4/27/2017,95,165,85,65,30,55,65,,160,185,125,
4/28/2017,90,170,125,80,45,40,75,,170,185,128,
4/29/2017,,,,,,,,,,,,
4/30/2017,,,,,,,,,,,,
5/1/2017,,,,,,,,,,,,
5/2/2017,125,205,95,75,50,55,60,,170,,125,
5/3/2017,85,255,100,60,45,40,70,,170,,123,
5/4/2017,95,220,115,55,45,40,65,,205,195,115,
5/5/2017,95,210,125,48,65,58,70,,215,200,123,
5/6/2017,,,,,,,,,,,,
5/7/2017,,,,,,,,,,,,
5/8/2017,100,215,115,68,55,43,83,,185,175,120,
5/9/2017,115,185,113,75,83,43,78,,210,155,133,
5/10/2017,,,,,,,,,,,,
5/11/2017,,,,,,,,,,,,
5/12/2017,,,,,,,,,,,,
5/13/2017,,,,,,,,,,,,
5/14/2017,,,,,,,,,,,,
5/15/2017,125,233,115,60,73,48,88,,215,170,135,
5/16/2017,155,245,115,60,50,50,105,,255,205,115,
5/17/2017,105,195,115,65,35,45,90,,255,185,125,
5/18/2017,115,190,115,60,40,40,95,,255,190,123,
5/19/2017,135,210,115,65,70,45,115,,255,153,125,
5/20/2017,,,,,,,,,,,,
5/21/2017,,,,,,,,,,,,
5/22/2017,135,245,95,55,75,45,105,,275,,125,
5/23/2017,145,255,123,63,65,43,105,,275,,123,
5/24/2017,150,255,100,65,75,60,85,,290,275,115,
5/25/2017,140,235,95,70,85,55,105,,270,265,128,
5/26/2017,130,190,105,65,85,60,105,,290,,125,
5/27/2017,,,,,,,,,,,,
5/28/2017,,,,,,,,,,,,
5/29/2017,135,245,98,90,115,63,85,,263,,125,
5/30/2017,105,175,115,80,80,60,105,,275,265,125,
5/31/2017,140,255,115,70,95,60,85,,245,265,132.5,
6/1/2017,130,255,125,60,110,60,95,,275,265,130,
6/2/2017,135,240,110,75,110,75,85,,280,265,125,
6/3/2017,,,,,,,,,,,,
6/4/2017,,,,,,,,,,,,
6/5/2017,155,205,105,95,135,75,105,,275,278,135,
6/6/2017,125,250,105,105,105,95,105,,270,265,133,
6/7/2017,145,165,105,105,125,70,95,,275,265,125,
6/8/2017,,,,,,,,,,,,
6/9/2017,,,,,,,,,,,,
6/10/2017,,,,,,,,,,,,
6/11/2017,,,,,,,,,,,,
6/12/2017,135,245,95,75,110,95,110,,275,253,125,
6/13/2017,145,260,105,95,115,90,115,,283,253,123,
6/14/2017,95,190,105,90,90,105,105,,285,285,123,
6/15/2017,110,245,115,90,65,75,105,,275,295,125,
6/16/2017,100,240,105,70,75,85,105,,310,295,125,
6/17/2017,,,,,,,,,,,,
6/18/2017,,,,,,,,,,,,
6/19/2017,75,185,88,95,105,125,85,,305,,115,
6/20/2017,125,225,95,75,105,115,95,,305,295,125,
6/21/2017,125,195,85,90,80,90,90,,305,325,115,
6/22/2017,115,245,93,93,85,85,75,,305,325,125,
6/23/2017,125,245,98,85,85,105,75,,278,328,118,
6/24/2017,,,,,,,,,,,,
6/25/2017,,,,,,,,,,,,
6/26/2017,,,,,,,,,,,,
6/27/2017,125,235,95,85,90,75,85,,335,,125,
6/28/2017,105,235,85,85,80,95,75,,345,345,125,
6/29/2017,130,235,85,75,95,115,70,,330,335,118,
6/30/2017,125,215,70,85,55,95,80,,315,310,125,
7/1/2017,,,,,,,,,,,,
7/2/2017,,,,,,,,,,,,
7/3/2017,145,185,75,95,65,105,65,,295,,123,
7/4/2017,145,165,65,100,100,110,75,,253,,115,
7/5/2017,135,155,55,95,95,95,65,,245,,115,
7/6/2017,105,145,65,105,90,105,75,,295,,123,
7/7/2017,115,125,65,105,90,95,80,,205,,,
7/8/2017,,,,,,,,,,,,
7/9/2017,,,,,,,,,,,,
7/10/2017,110,175,95,95,95,108,95,,235,,123,
7/11/2017,85,205,93,75,78,95,88,,195,,128,
7/12/2017,83,190,93,73,65,95,68,,190,,118,
7/13/2017,83,170,85,85,75,105,75,,195,,123,
7/14/2017,90,165,85,88,73,98,83,,175,170,135,
7/15/2017,,,,,,,,,,,,
7/16/2017,,,,,,,,,,,,
7/17/2017,105,175,83,95,68,95,95,,135,,140,
7/18/2017,115,175,75,88,105,98,83,,153,,125,
7/19/2017,95,195,83,88,93,115,83,,125,,138,
7/20/2017,108,195,93,75,78,105,65,,125,,135,
7/21/2017,100,185,75,93,85,95,73,,95,,135,
7/22/2017,,,,,,,,,,,,
7/23/2017,,,,,,,,,,,,
7/24/2017,115,153,73,93,95,88,75,,93,,143,
7/25/2017,115,165,88,75,78,88,83,,105,,135,
7/26/2017,105,183,88,88,83,78,73,,105,,135,
7/27/2017,90,175,83,75,75,83,63,,125,,133,
7/28/2017,105,165,78,88,75,75,63,,105,,135,
7/29/2017,,,,,,,,,,,,
7/30/2017,,,,,,,,,,,,
7/31/2017,115,118,68,95,105,103,75,,115,,135,
8/1/2017,115,145,68,105,95,73,73,,123,,135,
8/2/2017,105,143,65,95,75,95,65,,105,,135,
8/3/2017,105,158,65,95,85,85,65,,115,,133,
8/4/2017,85,145,63,95,48,48,68,,95,,135,
8/5/2017,,,,,,,,,,,,
8/6/2017,,,,,,,,,,,,
8/7/2017,,,,,,,,,,,,
8/8/2017,,,,,,,,,,,,
8/9/2017,155,125,55,85,85,50,65,,135,,135,
8/10/2017,145,145,68,73,78,48,73,,105,,125,
8/11/2017,138,95,43,78,68,48,63,,133,,128,
8/12/2017,,,,,,,,,,,,
8/13/2017,,,,,,,,,,,,
8/14/2017,155,118,58,93,75,33,73,,143,,135,
8/15/2017,145,115,38,93,45,45,73,,143,,135,
8/16/2017,145,105,38,95,83,35,45,,135,,135,
8/17/2017,155,105,38,105,73,28,68,,155,,138,
8/18/2017,115,123,50,95,65,33,65,,178,,143,
8/19/2017,,,,,,,,,,,,
8/20/2017,,,,,,,,,,,,
8/21/2017,135,125,53,105,68,33,73,,165,,115,
8/22/2017,115,58,43,95,78,31,73,,168,,128,
8/23/2017,115,95,28,95,88,28,73,,165,,133,
8/24/2017,115,93,43,103,85,28,65,,195,,133,
8/25/2017,105,75,38,105,85,33,68,,165,,129,
8/26/2017,,,,,,,,,,,,
8/27/2017,,,,,,,,,,,,
8/28/2017,115,75,43,105,95,28,63,,195,,125,
8/29/2017,115,98,53,115,95,31,65,,170,,125,
8/30/2017,105,93,43,113,95,31,53,,175,,128,
8/31/2017,115,88,48,95,95,28,65,,135,,128,
9/1/2017,,,,,,,,,,,,
9/2/2017,,,,,,,,,,,,
9/3/2017,,,,,,,,,,,,
9/4/2017,95,115,47.5,85,95,27.5,57.5,,205,,125,
9/5/2017,,,,,,,,,,,,
9/6/2017,53,105,38,75,115,28,48,,195,,125,
9/7/2017,85,105,33,85,105,24,63,,210,,135,
9/8/2017,105,75,43,95,105,23,63,,175,,128,
9/9/2017,,,,,,,,,,,,
9/10/2017,,,,,,,,,,,,
9/11/2017,110,65,33,90,88,28,75,,295,,125,
9/12/2017,110,105,37.5,105,95,22.5,55,,235,,125,
9/13/2017,85,63,48,95,55,43,75,,305,,108,
9/14/2017,110,75,35,115,105,33,68,,255,,118,
9/15/2017,108,90,55,105,90,23,55,,255,,115,
9/16/2017,,,,,,,,,,,,
9/17/2017,,,,,,,,,,,,
9/18/2017,135,105,43,95,88,28,63,,290,,125,
9/19/2017,155,95,33,95,95,33,65,,295,,108,
9/20/2017,125,95,33,75,85,33,58,,275,,115,
9/21/2017,135,95,40,85,95,45,65,,255,,115,
9/22/2017,165,95,55,95,95,55,68,,250,,103,
9/23/2017,,,,,,,,,,,,
9/24/2017,,,,,,,,,,,,
9/25/2017,155,93,68,115,105,28,58,,245,,103,
9/26/2017,195,138,75,95,95,43,68,,285,,103,
9/27/2017,170,125,95,115,95,28,65,,275,,95,
9/28/2017,175,135,98,123,128,33,78,,285,,103,
9/29/2017,168,145,103,78,113,38,63,,285,,113,
9/30/2017,,,,,,,,,,,,
10/1/2017,,,,,,,,,,,,
10/2/2017,138,118,63,118,123,43,73,,275,,105,
10/3/2017,135,163,93,125,128,28,75,,265,,105,
10/4/2017,145,125,83,110,125,33,73,,255,,93,
10/5/2017,,,,,,,,,,,,
10/6/2017,,,,,,,,,,,,
10/7/2017,,,,,,,,,,,,
10/8/2017,,,,,,,,,,,,
10/9/2017,75,58,73,115,125,38,75,,255,,105,
10/10/2017,75,95,83,105,125,33,68,,275,,105,
10/11/2017,70,113,85,110,105,38,68,,230,108,115,
10/12/2017,55,105,75,115,115,33,58,,255,,95,
10/13/2017,73,105,85,98,115,28,78,,275,,95,
10/14/2017,,,,,,,,,,,,
10/15/2017,,,,,,,,,,,,
10/16/2017,125,125,83,135,63,33,75,,283,,98,
10/17/2017,98,148,65,135,95,48,75,,275,,93,
10/18/2017,,,,,,,,,,,,
10/19/2017,83,138,73,145,83,37,78,,255,,103,
10/20/2017,115,125,90,115,105,43,75,,250,,100,
10/21/2017,,,,,,,,,,,,
10/22/2017,,,,,,,,,,,,
10/23/2017,118,70,90,105,105,55,75,,275,,110,
10/24/2017,125,143,75,135,105,58,88,,313,,95,
10/25/2017,125,135,85,115,105,43,83,,295,,105,
10/26/2017,125,143,105,125,105,48,85,,275,,93,
10/27/2017,110,125,85,115,98,53,70,,279,,93,
10/28/2017,,,,,,,,,,,,
10/29/2017,,,,,,,,,,,,
10/30/2017,95,135,83,125,95,48,75,,345,,93,
10/31/2017,95,145,95,105,85,58,63,,330,,93,
11/1/2017,55,115,75,115,105,43,85,,335,,93,
11/2/2017,55,125,63,85,95,43,65,,335,,98,
11/3/2017,,,,,,,,,,,,
11/4/2017,,,,,,,,,,,,
11/5/2017,,,,,,,,,,,,
11/6/2017,85,165,70,70,103,75,75,,275,,90,
11/7/2017,85,140,48,78,115,58,78,,325,,90,
11/8/2017,65,110,45,75,105,75,75,,350,,105,
11/9/2017,85,160,75,58,95,65,65,,335,,103,
11/10/2017,85,155,75,83,115,63,75,,345,,93,
11/11/2017,,,,,,,,,,,,
11/12/2017,,,,,,,,,,,,
11/13/2017,140,173,75,75,125,60,83,,345,,93,
11/14/2017,145,173,93,73,145,63,83,,345,,83,
11/15/2017,163,168,95,68,143,48,105,,365,,98,
11/16/2017,138,148,123,48,148,58,88,,325,,105,
11/17/2017,155,175,115,53,135,58,105,,375,,73,
11/18/2017,,,,,,,,,,,,
11/19/2017,,,,,,,,,,,,
11/20/2017,153,145,95,48,145,60,110,,365,,75,
11/21/2017,115,165,85,48,135,65,115,,345,,78,
11/22/2017,65,145,73,45,135,60,75,,345,,75,
11/23/2017,65,173,125,53,130,60,108,,335,,73,
11/24/2017,75,195,115,93,125,58,95,,335,,95,
11/25/2017,,,,,,,,,,,,
11/26/2017,,,,,,,,,,,,
11/27/2017,115,183,95,48,135,44,105,,355,,105,
11/28/2017,113,185,105,38,115,48,95,,375,,88,
11/29/2017,95,210,115,48,105,63,95,,375,,95,
11/30/2017,95,205,110,53,125,63,83,,365,,95,
12/1/2017,,,,,,,,,,,,
12/2/2017,,,,,,,,,,,,
12/3/2017,,,,,,,,,,,,
12/4/2017,,,,,,,,,,,,
12/5/2017,165,125,105,58,125,48,105,,375,,111,
12/6/2017,175,145,78,38,105,43,75,,365,,93,
12/7/2017,155,115,95,35,105,55,75,,345,375,105,
12/8/2017,175,145,93,48,135,48,95,,365,345,93,
12/9/2017,,,,,,,,,,,,
12/10/2017,,,,,,,,,,,,
12/11/2017,210,138,105,53,125,55,98,,375,,105,
12/12/2017,255,148,105,65,105,44,95,,310,,105,
12/13/2017,245,175,65,63,105,58,95,,375,,103,
12/14/2017,210,128,105,63,85,55,95,,375,,113,
12/15/2017,205,145,95,68,105,55,95,,375,,113,
12/16/2017,,,,,,,,,,,,
12/17/2017,,,,,,,,,,,,
12/18/2017,175,125,53,95,105,43,83,,375,315,105,
12/19/2017,175,118,95,113,95,38,75,,380,,105,
12/20/2017,155,123,63,98,105,38,103,,395,,115,
12/21/2017,175,115,73,85,105,43,105,,345,,113,
12/22/2017,165,115,58,95,115,25,95,,355,,95,
12/23/2017,,,,,,,,,,,,
12/24/2017,,,,,,,,,,,,
12/25/2017,,,,,,,,,,,,
12/26/2017,210,105,75,105,135,43,95,,375,355,108,
12/27/2017,205,105,73,105,155,63,105,,,355,105,
12/28/2017,215,105,85,75,155,38,95,,345,345,113,
12/29/2017,225,95,63,63,185,53,75,,390,315,103,
12/30/2017,,,,,,,,,,,,
12/31/2017,,,,,,,,,,,,
1/1/2018,,,,,,,,,,,,
1/2/2018,,135,83,33,170,,,,,323,,
1/3/2018,225,108,73,58,125,43,68,,,265,115,
1/4/2018,175,105,65,43,143,40,55,,,315,118,
1/5/2018,105,85,55,33,145,38,83,,,223,118,
1/6/2018,,,,,,,,,,,,
1/7/2018,,,,,,,,,,,,
1/8/2018,245,113,45,48,65,38,55,,225,265,118,
1/9/2018,,,48,43,95,38,58,,185,205,113,
1/10/2018,205,115,53,53,105,43,63,,185,198,105,
1/11/2018,165,115,63,43,105,38,65,,,210,105,
1/12/2018,195,115,45,48,95,48,68,,,198,105,
1/13/2018,,,,,,,,,,,,
1/14/2018,,,,,,,,,,,,
1/15/2018,,,,,,,,,,,,
1/16/2018,165,83,33,48,63,38,55,,205,225,95,
1/17/2018,145,105,23,28,65,53,58,,,205,105,
1/18/2018,75,113,33,18,65,33,48,,,165,95,
1/19/2018,115,105,38,23,63,43,48,,,195,,
1/20/2018,,,,,,,,,,,,
1/21/2018,,,,,,,,,,,,
1/22/2018,110,83,28,28,55,43,48,,165,175,118,
1/23/2018,145,73,33,41,45,38,55,,,175,115,
1/24/2018,135,58,23,41,53,43,43,,105,175,115,
1/25/2018,135,55,28,33,43,44,43,,,153,118,
1/26/2018,135,63,38,48,48,53,65,,,143,85,
1/27/2018,,,,,,,,,,,,
1/28/2018,,,,,,,,,,,,
1/29/2018,165,105,43,65,55,38,38,,,130,105,
1/30/2018,155,105,28,43,38,33,38,,,123,108,
1/31/2018,,,,,,,,,,,,
2/1/2018,165,115,38,43,48,35,38,,,125,115,
2/2/2018,135,110,28,43,48,45,25,,,125,113,
2/3/2018,,,,,,,,,,,,
2/4/2018,,,,,,,,,,,,
2/5/2018,,,,,,,,,,,,
2/6/2018,145,98,38,34,48,49,43,,145,148,88,
2/7/2018,175,88,33,33,43,48,33,,125,165,88,
2/8/2018,125,75,28,33,48,41,38,,138,153,83,
2/9/2018,115,75,18,18,23,58,35,,118,153,83,
2/10/2018,,,,,,,,,,,,
2/11/2018,,,,,,,,,,,,
2/12/2018,170,,53,48,55,58,48,,,125,,
2/13/2018,,,,,,,,,,,,
2/14/2018,125,125,28,23,28,48,43,,115,115,88,
2/15/2018,145,65,28,28,28,53,43,,115,125,95,
2/16/2018,125,83,28,33,28,53,33,,105,115,95,
2/17/2018,,,,,,,,,,,,
2/18/2018,,,,,,,,,,,,
2/19/2018,125,125,28,33,55,68,38,,,93,,
2/20/2018,135,75,28,33,43,58,35,,95,103,65,
2/21/2018,145,95,18,33,63,58,38,,95,115,65,
2/22/2018,155,83,23,33,63,48,43,,95,115,73,
2/23/2018,135,68,28,33,45,48,43,,95,105,,
2/24/2018,,,,,,,,,,,,
2/25/2018,,,,,,,,,,,,
